Approx Duration (ms),Video Description (Original),Video Title (Original),Video Publish Timestamp
1628000,"The code snippet for this video can be downloaded from:  
https://github.com/bnsreenu/python_for_microscopists/blob/master/Tips_tricks_27_labeling_images_for_sem_segm_using_label_studio.py

For other code available on my GitHub:
https://github.com/bnsreenu/python_for_microscopists

For labeling your images using Label Studio:
https://labelstud.io/

Let us work in Anaconda command prompt. (You can use other command prompts)
Check environments: 
conda env list

Create a new environment to install Label Studio:
conda create --name give_some_name pip
(Need to specify pip as a dependency, otherwise it will not be available)

(To specify python version for your env..)
conda create -n give_some_name python=3.7

Now activate the env.
conda activate give_some_name

# Install the Label Studio package
pip install -U label-studio

# Launch it!
label-studio

Open your browser and go to the URL displayed on your screen, typically
http://0.0.0.0:8080/",Labeling images for semantic segmentation using Label Studio,2022-03-12T08:00:11+00:00
645000,"Part of the Tips and tricks series - Number: 28 

Download QuPath from:
https://qupath.github.io/

Download the groovy script from here:
https://raw.githubusercontent.com/stardist/stardist/master/extras/qupath_export_annotations.groovy",Labeling images using QuPath for semantic segmentation,2022-03-19T07:00:01+00:00
946000,"Part of the Tips and tricks series - Number: 29

Download FiJi from here:
https://imagej.net/software/fiji/

Install the LabKit plugin:
https://imagej.net/plugins/labkit/",Labeling images using LabKit for semantic segmentation,2022-03-26T07:00:05+00:00
1574000,"Part of the Tips and tricks series - Number: 30 
Random gets used quite often in python for data analysis and machine learning. This is an explainer video on the topic of 'random' and random seeds. Also, learn about the birthday paradox.

Python random uses Mersenne Twister algorithm:
https://en.wikipedia.org/wiki/Mersenne_Twister

Numpy random uses the Permuted congruential generator algorithm:
https://en.wikipedia.org/wiki/Permuted_congruential_generator

More about the Birthday paradox/problem:
https://en.wikipedia.org/wiki/Birthday_problem#Understanding_the_problem",Random is not so random - understanding random in python,2022-04-02T07:00:01+00:00
542000,"Tips tricks 31 - generating borders around objects

Code on my GitHub: https://github.com/bnsreenu/python_for_microscopists

Create border pixels from binary masks. We can include these border pixels as another class to train a multiclass semantic segmenter. 
What is the advantage? We can use border pixels to perform watershed and achieve 'instance' segmentation.",Generating borders around objects for use in semantic segmentation,2022-04-09T07:00:02+00:00
2028000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

This video goes through the process of adding borders to binary objects, then using them as masks to train a multiclass U-net model, and finally segmenting images using the trained model followed by watershed separation.",272 - Instance segmentation via semantic segmentation by using border class,2022-06-01T07:00:05+00:00
1213000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Object segmentation and analysis using voronoi otsu labeling in the pyclesperanto library in python

We will be using a multichannel CZI (Zeiss) input image for this exercise.
This requires czi file library. 

pip install czifile

For standard images (e.g., jpg, tif, etc.) use skimage, cv2, or tifffile to read
input images. 

# For installation instructions of the pyclesperanto package, 
please refer to the following link
# https://github.com/clEsperanto/pyclesperanto_prototype",275 - Object segmentation and analysis using voronoi otsu labeling,2022-06-22T07:00:12+00:00
616000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Grain segmentation using less than 10 lines of code in python
uses Voronoi labeling from the pyclesperanto library in python

# For installation instructions of the pyclesperanto package, 
please refer to the following link
# https://github.com/clEsperanto/pyclesperanto_prototype",276 - Grain segmentation using less than 10 lines of code in python,2022-06-29T07:00:12+00:00
614000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Do not waste your time with deep learning to segment relatively easy to segment objects against a background. This tutorial explains the simple process for 3D object segmentation by using Voronoi labeling from the pyclesperanto library in python

# For installation instructions of the pyclesperanto package, 
please refer to the following link
# https://github.com/clEsperanto/pyclesperanto_prototype",277 - 3D object segmentation in python,2022-07-06T07:00:00+00:00
758000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

A Voronoi diagram divides the plane into separate regions where ​each region contains exactly one generating point (seed) and​ every point in a given region is closer to its seed than to any other. ​The regions around the edge of the cluster of points extend out to infinity. 

This video explains Voronoi using python.",273 - What is Voronoi - explanation using python code,2022-06-08T07:00:13+00:00
877000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Step by step... 
Refer to the next tutorial for a single step function that does the job. 

Steps...
#Step 1: gaussian blur the image and detect maxima for each nuclei
#Step 2: threshold the input image after applying light gaussian blur (sigma=1)
#Step 3: Exclude maxima locations from the background, to make sure we only include the ones from nuclei
#Step 4: Separate maxima locations into labels using masked voronoi
#Step 5: Separate objects using watershed.

# For installation instructions of the pyclesperanto package, 
please refer to the following link
# https://github.com/clEsperanto/pyclesperanto_prototype",274 - Object segmentation using voronoi and otsu,2022-06-15T07:00:30+00:00
603000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

RGB to Haematoxylin-Eosin-DAB (HED) color space conversion followed by nuclei segmentation and analysis using Stardist.",282 -  IHC color separation followed by nuclei segmentation using StarDist in python,2022-08-10T07:00:06+00:00
853000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

RGB to Haematoxylin-Eosin-DAB (HED) color space conversion followed by nuclei segmentation and analysis using Voronoi otsu

Separate the immunohistochemical (IHC) staining from the hematoxylin counterstaining. The IHC staining expression of the FHL2 protein is here revealed with diaminobenzidine (DAB) which gives a brown color.

A. C. Ruifrok and D. A. Johnston, “Quantification of histochemical staining by color deconvolution,” Analytical and quantitative cytology and histology / the International Academy of Cytology [and] American Society of Cytology, vol. 23, no. 4, pp. 291-9, Aug. 2001. PMID: 11531144

https://scikit-image.org/docs/dev/auto_examples/color_exposure/plot_ihc_color_separation.html#sphx-glr-auto-examples-color-exposure-plot-ihc-color-separation-py

Try WSI datasets from here
https://zenodo.org/record/1485967#.Yd31lv7MKbh
https://www.wouterbulten.nl/blog/tech/peso-dataset-whole-slide-image-prosate-cancer/",278 - IHC color separation followed by nuclei segmentation using python,2022-07-13T07:00:06+00:00
1244000,"For details on installing StarDist library and other examples:
https://github.com/stardist/stardist

Stardist helps with object detection of star-convex shapes, both in 2D and 3D. 

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists/blob/master/279_An_introduction_to_object_segmentation_using_StarDist.ipynb

All other code:
https://github.com/bnsreenu/python_for_microscopists",279 - An introduction to object segmentation using StarDist library in Python,2022-07-20T07:00:04+00:00
1471000,"Code generated in the video can be downloaded from here: 
Train: https://github.com/bnsreenu/python_for_microscopists/blob/master/280a_custom_object_segmentation_using_stardist_TRAIN.ipynb
Predict: https://github.com/bnsreenu/python_for_microscopists/blob/master/280b_custom_object_segmentation_using_stardist_PREDICT.ipynb

All other code: 
https://github.com/bnsreenu/python_for_microscopists

This video tutorial explains the process of training your own StarDist model for object segmentation. It walks you through the process of importing training images and corresponding masks, training a model, and segmenting (any size) images using the trained model. 

Warning: You may find this approach more efficient compared to U-net or Mask-RCNN",280 - Custom object segmentation using StarDist library in python,2022-07-27T07:00:06+00:00
